comentario,Agresividad,Ofensa,Ideología,Constructividad,Empatía,Diálogo,Total,Catg
"VA IR A ESTADO UNIDOS A PRESENTAR SU PLAN DE ""ROBAR AUTOS"" EN COLCHANE Y ARICA DIRA QUE EL PROCESO DE CAMBIO VIENE EN CAMINO🚗🚙🛻🚚 🤣🤣🤣🤣",40.0,50.0,60.0,5.0,5.0,5.0,67.0,-1.0
Capitalismo saqueo de RIQUEZAS..RIQUEZAS en pocas manos..real se baja los pantalones frente al Yanqui,80.0,80.0,40.0,5.0,5.0,10.0,79.5,-1.0
Llevará su plan hecho con chat GPT?🤡,30.0,50.0,50.0,5.0,5.0,5.0,63.0,0.0
Ellos están ya bien enterados de todo o crees que en USA no ay redes sociales? por educación te saludarán y luego te dirán gra… Ver más,40.0,50.0,50.0,5.0,5.0,5.0,65.5,0.0
No que no quería prestarse? 😂😂😂,20.0,40.0,50.0,5.0,5.0,5.0,58.5,0.0
Da flojera ver a ese loco ya,40.0,50.0,20.0,5.0,5.0,10.0,60.5,0.0
No pudo manejar una simple Alcaldía en Tarija y quiere ser presidente?? Aver a pocas palabras buen entendedor no??,60.0,70.0,50.0,5.0,5.0,5.0,74.5,-1.0
Otro payaso de Rodrigo Paz 🤡🤡🤡,60.0,70.0,50.0,5.0,5.0,5.0,74.5,-1.0
Y los masimulas no van a decir nada? JAJAJA no que rajan tanto contra su enemigo imaginario de EEUU?,60.0,70.0,50.0,5.0,5.0,5.0,74.5,-1.0
"Será a Disneylandia al País de las Maravillas 🎉🎉, pura, puraaa 💩💩🤮",60.0,70.0,50.0,5.0,5.0,5.0,74.5,-1.0
ES CON TUTO PRESIDENTE!!!,10.0,5.0,90.0,5.0,5.0,10.0,54.5,0.0
Debe pensar que por su cara le ayudaran … Ver más,90.0,85.0,5.0,10.0,5.0,10.0,76.75,-1.0
Esta dupla improvisados un desastre,85.0,75.0,20.0,0.0,0.0,0.0,79.25,-1.0
Jjjj no que no???,20.0,10.0,0.0,0.0,0.0,0.0,47.0,0.0
QUE RARO SI EL RECONOCIO QUE NI LEYO SU PLAN DE GOBIERNO Y QUE OTROS HICIERON ESE PLAN?,40.0,45.0,50.0,0.0,0.0,0.0,66.5,-1.0
Que le pida el proyecto a los hijos del Arce si a ellos les fue bien porque no a este señor que no sabe absolutamente nada sob… Ver más,90.0,85.0,5.0,0.0,0.0,0.0,80.25,-1.0
Dios no ya ambos no sirven para presidente si nos van a entregar a estados unidos...,85.0,90.0,40.0,0.0,0.0,0.0,85.25,-1.0
"Rodrigo Paz solo puede engañar a la clase baja que su lista de problemas es un plan de gobierno, cuando en realidad solo plant… Ver más",90.0,85.0,5.0,0.0,10.0,0.0,79.25,-1.0
POBRE TIPO !! TODO ES DEMAGOGIA! LO QUE SE LE VIENE A SU CABEZA OFRECE!!!,90.0,85.0,5.0,0.0,10.0,0.0,79.25,-1.0
Deja de JODER a Bolivia y si viajas ponle BOZAL a tu jefe o vice 🤭🤭,90.0,85.0,5.0,0.0,10.0,0.0,79.25,-1.0
Lara le habrá dado permiso?,90.0,85.0,5.0,0.0,10.0,0.0,79.25,-1.0
"PATADAS DE OHOGADO, PURO HUMO, PURO PROSELITISMO. DEL DICHO, AL HECHO, DICTA MUCHO TRECHO. EL ARBOL POR SUS FRUTOS S… Ver más",90.0,85.0,5.0,0.0,10.0,0.0,79.25,-1.0
El socialista!!! Ggggg,90.0,85.0,5.0,0.0,0.0,0.0,80.25,-1.0
Deje de mentir uno q usted ni ha hecho público las auditorías de todo!! y x lo tanto el país tiene q enterarse q están dejand… Ver más,90.0,85.0,5.0,0.0,0.0,0.0,80.25,-1.0
Jajaja y cuando fue TUTO lo insultaron le dijeron q esta yendo a vender Bolivia q fue a bajarse los pantalones allá y ahora el… Ver más,90.0,85.0,5.0,0.0,0.0,0.0,80.25,-1.0
Estupidez como todo de un zurdo o capaz,,,,,,,,
"Este quiere vender a Bolivia,",90.0,85.0,5.0,0.0,10.0,0.0,79.25,-1.0
"LA PREGUNTA ES SABE HABLAR INGLES ESTE ZURDO SOCIALISTA DE RODRIGO??? RESPUESTA NOOO,SEGURO SE LLEVARA DE TRADUCTOR A LARI… Ver más",90.0,85.0,5.0,0.0,0.0,0.0,80.25,-1.0
Tu programa es una lágrima,90.0,85.0,5.0,0.0,10.0,0.0,79.25,-1.0
Igual estas limosneando,90.0,85.0,5.0,0.0,10.0,0.0,79.25,-1.0
Está yendo a pasear,90.0,85.0,5.0,0.0,10.0,0.0,79.25,-1.0
Porque no presenta en Tarija???,90.0,85.0,5.0,0.0,10.0,0.0,79.25,-1.0
NO LE VAN A DAR NI EL SALUDO POR QUE SABEN QUE ES SOCIALISTA,90.0,85.0,50.0,0.0,0.0,0.0,87.0,-1.0
Esa es su forma de arrodillarse y rogarse que lo ayuden. Payaso 🤡,,,,,,,,
Ya se saco los pantalones el lacayo ante su patrón es un pobre cobarde servil al imperialismo es OMISO no puede ser presidente,90.0,85.0,50.0,0.0,0.0,0.0,87.0,-1.0
🤣😂🤣😂🤣😂,90.0,85.0,50.0,0.0,0.0,0.0,87.0,-1.0
Su plan de legalizar autos robados.,,,,,,,,
Este imperialista vende patria.. 😂😂😂😂,90.0,85.0,50.0,0.0,0.0,0.0,87.0,-1.0
Y por qué no lo hace aquí??? Respuesta= No hay nada = UDP 2.0,90.0,85.0,50.0,0.0,0.0,0.0,87.0,-1.0
RODRIGO PAZ PRESIDENTE… Ver más,,,,,,,,
Hasta ahora no dio a conocer algo bien estructurado🤦🏻‍♀️,,,,,,,,
Si lo acompaña ese famoso Lara está jodido,90.0,85.0,10.0,5.0,5.0,10.0,78.5,-1.0
"No sabes nada de nada, te vas a ir a rrayar como una cebra y los EEUU, seguramente ya sabe de tu ""ineficiencia"" como alcalde Tarija.",90.0,85.0,5.0,5.0,5.0,10.0,77.75,-1.0
Después anda diciendo que gringo no... Quien lo entiende?,90.0,85.0,5.0,5.0,5.0,10.0,77.75,-1.0
Votar por esta clase de personas es botar por EVARISTO 😡😡😡🤮🤮🤮🤮,90.0,85.0,5.0,5.0,5.0,10.0,77.75,-1.0
"El GIF Captain America Lol GIF by mtv puede contener , funny, lol, laugh, laughing, haha, lmao, captain america, laughter, chris evans, hahaha, lmfao, rofl, risas, hysterical, cracking up, lolol, hehehehe, wkwkwk, wkwkwkw, dying laughing, busting up, lmaooo, laughing hysterically, lmaoo, hysterical laughter, laughing man y hard laughing",10.0,10.0,5.0,5.0,5.0,10.0,42.75,0.0
Si. Vas. EE. U U. Asete. Aumentar. Oxigeno. A. Tú. Cerebro. Jajajaaaa. !!!,90.0,85.0,5.0,5.0,5.0,10.0,77.75,-1.0
Mínimo. Donald Trump🇺🇸 le va sacar a patadas por que él No Negocio con Zurdos.,90.0,85.0,5.0,5.0,5.0,10.0,77.75,-1.0
Va ir a pedir ayuda a los gringos ??🤣🤣🤣🤣pobresito v9lvera sin respuestas los gringos no apoyan a los socialistas que pena por este copion,90.0,85.0,5.0,5.0,5.0,10.0,77.75,-1.0
NECESITA APROBACION?… Ver más,90.0,85.0,5.0,5.0,5.0,10.0,77.75,-1.0
"EE.UU Está en decadencia, piensen en el futuro y únanse los BRICS.",30.0,40.0,80.0,60.0,10.0,10.0,53.5,0.0
Emilce Romero Agreda tu ya estás derrochando #LOS DÓLARES QUE TRAJI TUTO A BOLIVIA?😜🤣🤣🤣,90.0,85.0,5.0,5.0,5.0,10.0,77.75,-1.0
Cuando le digas a los americanos..que vaj a dar bonos ....te van q botar como 🐕,90.0,85.0,5.0,5.0,5.0,10.0,77.75,-1.0
"Aquí la gente trabaja,no vive del Estado,para ir a escuchar a un incapaz",90.0,85.0,5.0,5.0,5.0,10.0,77.75,-1.0
"No séa igualado , con sus propuestas improvisadas y ofertas desmedidas del socialismo populista",90.0,85.0,5.0,5.0,5.0,10.0,77.75,-1.0
Contables del puente de TARIJA tambien,90.0,85.0,5.0,5.0,5.0,10.0,77.75,-1.0
"Que tiene que ver EEUU, para que vaya a bajarse los pantalones",90.0,85.0,5.0,5.0,5.0,10.0,77.75,-1.0
"Llegará, frente las rejas de la Casa Blanca, y volverá.",90.0,85.0,5.0,5.0,5.0,10.0,77.75,-1.0
TUTO … Ver más,90.0,85.0,5.0,5.0,5.0,10.0,77.75,-1.0
EL CAPITALISMO NO FUNCIONA..SE DESMORONA EN EL MUNDO..SU BASE ES LA ACUMULACION DE LA RIQUEZA EN POCAS MANOS...Y LA REDISTRIBU… Ver más,20.0,30.0,70.0,50.0,10.0,10.0,49.5,0.0
Ja ja ja q pla de gobierno llevará? Uno de 15 hojas igual que el que presento al Tribunal? 🤣🤣🤣,90.0,85.0,5.0,5.0,5.0,5.0,78.25,-1.0
Como es eso? Acaso no criticó a Tito cuando fue a los Unites❓,90.0,85.0,50.0,5.0,5.0,5.0,85.0,-1.0
"Los americanos no apoyaran a los zurdos ,",90.0,85.0,5.0,5.0,5.0,10.0,77.75,-1.0
El ZURDO DE RODRIGO SABE HABLAR INGLES???,90.0,85.0,50.0,5.0,5.0,10.0,84.5,-1.0
"O sea que, va a HACER APROBAR SU PLAN, con los gringos, con el Imperio...!!!",90.0,85.0,5.0,5.0,5.0,10.0,77.75,-1.0
Vamos Rodrigo y Lara juntos hasta el triunfo por una Bolivia mejor,10.0,10.0,80.0,90.0,15.0,15.0,35.5,0.0
TUTO … Ver más,90.0,85.0,5.0,5.0,5.0,10.0,77.75,-1.0
El plan de rvo,90.0,85.0,5.0,5.0,10.0,10.0,77.25,-1.0
Jajajaja el payaso socialista EMPOBRECEDORES,90.0,85.0,5.0,5.0,10.0,10.0,77.25,-1.0
Esta queriendo marear la perdiz. Para que los bolivianos piensen que no eres de ISQUIERDA.?,90.0,85.0,50.0,5.0,10.0,10.0,84.0,-1.0
Este loco comunista no gobiernara bolivia,90.0,85.0,5.0,5.0,5.0,10.0,77.75,-1.0
Pero que no vuelva,60.0,50.0,20.0,10.0,15.0,10.0,63.5,0.0
No vienen ninguno,10.0,20.0,10.0,10.0,10.0,5.0,44.5,0.0
Nótese el sarcasmo 😂,15.0,30.0,5.0,5.0,10.0,15.0,47.0,0.0
Canal comprado... Mucha cámara para paz 😡😡,30.0,60.0,10.0,5.0,10.0,5.0,58.5,0.0
Jaja,0.0,5.0,0.0,5.0,10.0,5.0,38.5,0.0
"como puede alcanzar su presupuesto de Bs. 200 en campaña, para hacer viajes al extranjero, toda una farsa este tipejo que solo vive a costa del Estado como su padre por tantos años",80.0,70.0,60.0,5.0,10.0,10.0,80.0,-1.0
Que contactos?🤔🤭,5.0,5.0,5.0,5.0,10.0,5.0,40.5,0.0
Esta COPIANDO de Tuto...,40.0,70.0,20.0,5.0,10.0,5.0,64.5,0.0
OPORTUNISTA.,20.0,70.0,30.0,0.0,0.0,0.0,63.5,0.0
No pasa nada con Rodrigo,10.0,10.0,20.0,5.0,5.0,5.0,45.5,0.0
"Con que viajsn ,dicen q. O tiene plata ni para Viaje ,con que van",40.0,50.0,20.0,5.0,5.0,5.0,61.0,0.0
Si dijistes que debemos arto a los gringos y no sabej nada que vas hacer alla anda a cuba y venezuela tus amigos para que te den la receta de seguir ambreando al pueblo,70.0,70.0,20.0,0.0,0.0,0.0,74.5,-1.0
Hooooo ya es presidente,10.0,10.0,5.0,0.0,5.0,10.0,43.75,0.0
"Y cuando asistira al parlamento? De que se le pagara a este Sr.Paz sueldo de dos meses que no trabajo? A cualquier trabajador con sueldo mínimo de 2500, falta 3 dias y le despiden y este Sr. Paz de que privilegio goza y asi quiere ser presidente? Eso es ser demasiado sinverguenza y caradura...",70.0,70.0,20.0,0.0,0.0,0.0,74.5,-1.0
Y no que no quieren nada con los grigo ipocretas,70.0,70.0,20.0,0.0,0.0,0.0,74.5,-1.0
"Pero no lo critican a este packpaku español de Rodrigo Paz que es un vende Humo, vende patria y que quiere vender el litio, pero son buenos para críticar a Tuto que él si tiene un plan de gobierno bien elaborado.",70.0,70.0,20.0,0.0,0.0,0.0,74.5,-1.0
Que viaje y que no vuelva,80.0,80.0,50.0,5.0,5.0,5.0,81.5,-1.0
Ya lo ganó TUTO.,80.0,70.0,50.0,5.0,5.0,5.0,79.5,-1.0
"Vende patria, igual que Lara...",70.0,70.0,20.0,0.0,0.0,0.0,74.5,-1.0
"Ahora le gusta EEUU, antes decían que jamás volverían a negociar con el FMI. Le resultaría mejor irse a China, Rusia, Venezuela o Cuba donde será mejor atendido.",80.0,80.0,60.0,0.0,0.0,0.0,85.0,-1.0
Igual TUTO PRESIDENTE 🇧🇴,20.0,10.0,50.0,0.0,5.0,0.0,54.0,0.0
Ojalá no boten y así va hacer,40.0,40.0,0.0,0.0,0.0,0.0,58.0,0.0
Copion,20.0,20.0,0.0,0.0,0.0,0.0,49.0,0.0
Imitación,20.0,20.0,0.0,0.0,0.0,0.0,49.0,0.0
"No entendió, no es con los empresarios, para que vean lo Perdido que está, SE ESTÁ APOYANDO EN CLAURE…???",80.0,70.0,20.0,0.0,0.0,0.0,77.0,-1.0
Y como hablan para tuto y ahora se va a buscar las inversiones de TUTO 😅 a EE.UU,10.0,20.0,20.0,5.0,5.0,0.0,48.0,0.0
En estados unidos no quieren ver zurdos,70.0,70.0,50.0,0.0,0.0,0.0,79.0,-1.0
"Acaso Tupac Katari, se juntaba asiiiii.....",20.0,30.0,0.0,0.0,0.0,0.0,51.0,0.0
Ya es presidente?,10.0,0.0,0.0,0.0,5.0,10.0,41.0,0.0
Rodrigo harás lo mismo que criticas,70.0,70.0,20.0,0.0,0.0,0.0,74.5,-1.0
"Las únicas propuestas viables, ejecutables y reales #EsConTuto",3.0,13.0,51.0,19.0,6.0,7.0,45.900000000000006,0.0
Ni en tarija pudo hacer peor sera para el pais es una pena pobre pais basta ya estamos cansados de los zurdos,88.0,90.0,75.0,5.0,10.0,0.0,89.25,-1.0
"Criticó a Tuto por pedir a los gringos y el está haciendo lo mismo con la diferencia que nadie lo conoce, hay el doble discurso!!🙈",85.0,80.0,40.0,5.0,10.0,0.0,81.25,-1.0
Ira a la prisión del Chapo para hablar de negocios.,60.0,80.0,0.0,0.0,5.0,0.0,70.5,-1.0
Tanto que critica a TUTO y él quiere hacer lo mismo 😂😂,3.0,15.0,0.0,0.0,0.0,0.0,43.75,0.0
Osea recién se quieren poner las pilas,15.0,20.0,60.0,5.0,10.0,0.0,54.75,0.0
Que iluminado. iluminación de 5 segundos.. (TRÁGICO).,15.0,20.0,60.0,5.0,10.0,0.0,54.75,0.0
"Eso significa darle la bienvenida a un nuevo embajador. Hacer que la DEA vuelva, pro Israel y abrirles la puerta de nuevo sin visas. Primero tiene que lograr un clima de seguridad. Si lo logra, cumpliendo los requisitos, genial. Tiene que ser con hechos y no palabras",5.0,10.0,60.0,5.0,10.0,0.0,50.25,0.0
Es un payaso,80.0,90.0,0.0,0.0,10.0,0.0,77.0,-1.0
y cuando piensa dedicarse a trabajar??? les recuerdo que este señor es senador y no asiste a cu plir con su rol,60.0,60.0,0.0,0.0,5.0,0.0,66.5,-1.0
Tuto presidente simplemente así sera,5.0,0.0,50.0,5.0,5.0,0.0,47.25,0.0
TUTO PRESIDENTE,5.0,50.0,5.0,5.0,5.0,5.0,50.0,0.0
"Ahora que ladren también sus llunkus , nosh estan vendendo al empereooo",80.0,90.0,0.0,0.0,5.0,0.0,77.5,-1.0
Que se quede allá,85.0,90.0,0.0,0.0,0.0,0.0,79.25,-1.0
TUTO PRESIDENTE,5.0,50.0,5.0,5.0,5.0,5.0,50.0,0.0
Va a llorar a los EEUU 😭😭😭😡,90.0,90.0,0.0,0.0,5.0,0.0,80.0,-1.0
Si no sabe Ingles como va comunicarse abiertamente ademas que proyectos tiene.,40.0,65.0,10.0,0.0,0.0,0.0,64.5,0.0
"No no no, mejor no vayas, por que no hablas inglés, vas hacer un papelón...",60.0,90.0,10.0,5.0,5.0,0.0,73.0,-1.0
Si odia al imperialismo a que va a ir y con que platita doble filo,85.0,90.0,30.0,0.0,5.0,0.0,83.25,-1.0
EEUU no está dando visa a los zurdos.,5.0,10.0,10.0,0.0,5.0,0.0,44.25,0.0
Mejor que le mande a su esposa en su representación 😅🤣,8.0,20.0,5.0,0.0,10.0,0.0,45.75,0.0
"Que lo lleve a Lara, para que se despatarre por allá.",40.0,60.0,20.0,0.0,0.0,0.0,65.0,0.0
Tu eres socialista no le van a dar nada,85.0,90.0,10.0,5.0,0.0,0.0,79.75,-1.0
Que lo lleve a pasear a su mascota Edman Lara 😌,90.0,90.0,10.0,0.0,5.0,0.0,81.5,-1.0
Y quien pagará su pasaje si son tan pobres??,20.0,30.0,10.0,0.0,0.0,0.0,52.5,0.0
"Pero si no tienen plata , de dónde va a sacar para viajar , además se necesita visa ...",60.0,85.0,15.0,5.0,5.0,0.0,72.75,-1.0
"Primero que aprenda ingles, y como es zurdo ni lo van a recibir los gringos",80.0,90.0,0.0,0.0,5.0,0.0,77.5,-1.0
Se contradice. Dijo que no quería los dólares de los gringos 🤣,70.0,70.0,0.0,0.0,5.0,0.0,71.0,-1.0
"Toda su gente del Paz senadores electoral dicen que prestarse está mal y Rodrigo paz se va a prestar, que estos no coordinan lo que van a hablar o que ???",85.0,80.0,0.0,5.0,15.0,10.0,73.75,-1.0
Para fregar Rodrigo lo está inventan,70.0,85.0,0.0,0.0,15.0,0.0,73.0,-1.0
1ro tiene q comprometerse en entregar al varón del chapare oh autorizar la vuelta de la DEA casó contrario no hay nada,20.0,50.0,80.0,10.0,10.0,5.0,63.5,0.0
Pero el mismo dijo que no necesitaban prestarse dinero de afuera 😁 así son estos socialistas sinvergüenzas... Sin unos payasos 😁,20.0,50.0,80.0,10.0,10.0,5.0,63.5,0.0
YA SE VENDIO A CLAURE,80.0,90.0,10.0,5.0,10.0,5.0,77.0,-1.0
No habla ni inglés este gil,70.0,95.0,5.0,1.0,10.0,5.0,75.55,-1.0
Copion,2.0,50.0,10.0,1.0,1.0,1.0,51.6,0.0
Lara y Rodrigo serán presidentes,20.0,60.0,90.0,5.0,5.0,2.0,68.8,-1.0
"Que bien, pero no lo lleves al LARI",50.0,50.0,90.0,5.0,5.0,2.0,74.3,-1.0
Por favor llévese consigo a su lara ..queremos descansar de sus duscursos sucios.,80.0,90.0,5.0,1.0,10.0,5.0,77.05,-1.0
"Y tiene cara de criticar a Tuto por salir del país con el mismo propósito, no que no payaso????",80.0,90.0,10.0,1.0,10.0,5.0,77.8,-1.0
"Como buen socialista, debería ir a Cuba o Rusia.",30.0,80.0,60.0,5.0,10.0,5.0,70.0,-1.0
Tuto presidente,20.0,50.0,80.0,10.0,10.0,5.0,63.5,0.0
A ESTE NO LE DARAN NI EL SALUDO,90.0,95.0,5.0,1.0,5.0,5.0,81.05,-1.0
Tanto hablan de Imperio .,60.0,80.0,70.0,5.0,10.0,5.0,79.0,-1.0
Hipocrita,60.0,80.0,5.0,10.0,5.0,2.0,69.05,-1.0
Hojala no nos Cubanise,30.0,50.0,80.0,5.0,10.0,5.0,67.0,-1.0
Rodrig presdnt,20.0,50.0,80.0,10.0,10.0,5.0,63.5,0.0
Deberia viajar a Rusia Cuba y Venezuela,40.0,50.0,70.0,5.0,10.0,5.0,68.0,-1.0
"Primero se debe estabilizar el País, luego abrir los mercados para todos y atraer divisas.",20.0,50.0,70.0,80.0,50.0,50.0,39.5,0.0
Eres desconocido!!!,20.0,50.0,70.0,10.0,10.0,5.0,62.0,0.0
Es decir que irá con nuestros vecinos ya que en una entrevista dijó que Estados Unidos formaba parte de nuestra Frontera así como todo extranjero eran gringos,40.0,90.0,70.0,5.0,10.0,5.0,76.0,-1.0
Rodrigo LARA perdidos en el mapa RENUNCIAR están en TURBULENCIA,90.0,90.0,5.0,1.0,10.0,5.0,79.55,-1.0
Quien le va hacer caso,20.0,50.0,5.0,1.0,10.0,5.0,54.05,0.0
DOBLE DISCURSO,60.0,80.0,70.0,5.0,10.0,5.0,79.0,-1.0
Este tipo en un Tongo 3.0 es una versión mejorada que el Tongo de santa cruz,70.0,90.0,5.0,1.0,10.0,5.0,74.55,-1.0
Este es un masiburro,20.0,90.0,5.0,1.0,10.0,5.0,62.05,0.0
Este cree ke nuestro país es un objeto de algún mercado ke kere aser negocios turbios ya está actuando como los masitas,90.0,90.0,5.0,1.0,10.0,5.0,79.55,-1.0
Mmm y no tienen para pasajes Para Lara… anda por todos lados diciendo que es pobre😂😂😂,60.0,90.0,5.0,5.0,1.0,5.0,72.15,-1.0
"Que va ir a reunirse con empresarios, va irse a reunir con los zurdos que hay en ese pais",90.0,90.0,5.0,1.0,10.0,5.0,79.55,-1.0
"Sigue la ruta de Tuto, aunque no se le entiende, porque en campaña dice q no quiere nada con los gringos.",70.0,90.0,5.0,5.0,10.0,5.0,73.75,-1.0
TUTO PRESIDENTE,20.0,50.0,80.0,10.0,10.0,5.0,63.5,0.0
"No le queda otra que copiar, no tienen plan de gobierno",50.0,45.0,60.0,25.0,10.0,15.0,63.0,0.0
No cualquiera entra a los EEUU.. jajajaja,50.0,45.0,60.0,25.0,10.0,15.0,63.0,0.0
Rodrigo primero pida permiso al Capi bara y el Capi bara preguntara a su mujer si es que le dan permiso para su viajecito 😅😅😅😅😅,50.0,45.0,60.0,25.0,10.0,15.0,63.0,0.0
Como es zurdo está chau lo cagaste por tu ignorancia,50.0,45.0,60.0,25.0,10.0,15.0,63.0,0.0
Que diga allá que su plan esta basado en legalizar vehículos robados,30.0,50.0,30.0,20.0,5.0,5.0,57.0,0.0
Muy tarde se adelantó tuto presidente viva Bolivia lbre,40.0,35.0,50.0,20.0,10.0,15.0,58.0,0.0
Jaja en estados unidos no los kieren a los socialistas,40.0,35.0,50.0,10.0,5.0,5.0,61.5,0.0
"Tuto derecha liberal , paz izquierda liberal , ninguno es opción despues de tanto daño que los yankis no hacen hasta ahora , prefieren lamer botas , que aceptar que china es mil veces mejor",60.0,50.0,50.0,5.0,5.0,5.0,70.5,-1.0
Vaya con Lara 🤣🤣🤣,50.0,45.0,30.0,5.0,5.0,5.0,64.0,0.0
Recién se da cuenta Tuto Presidente,50.0,50.0,50.0,5.0,5.0,5.0,68.0,-1.0
Como buen zurdo copion porque el solito no tiene pienso,60.0,50.0,50.0,5.0,5.0,5.0,70.5,-1.0
Jajaja a vos no te sale socialista,70.0,65.0,50.0,5.0,5.0,5.0,76.0,-1.0
"Lo han descrito bien... ""Pretende"".",45.0,45.0,55.0,5.0,5.0,5.0,66.5,-1.0
"Y los que se quejan porqué tuto según ""quiere vender todo a Estados Unidos"" dónde están?",45.0,50.0,50.0,5.0,5.0,5.0,66.75,-1.0
No que no iba a pedir ni buscar plata de afuera peor de los gringos?? ??? No hay que ser consecuente??? Pregunto🙀,50.0,50.0,50.0,5.0,5.0,5.0,68.0,-1.0
Acaso no es procheguevara??? De izquierda???,60.0,50.0,70.0,5.0,5.0,5.0,73.5,-1.0
Deberia ir a rusia porque estados unidos solo les exige asesinar.,60.0,50.0,70.0,5.0,5.0,5.0,73.5,-1.0
Solo faltaría que finja su 💀 para evitarse el mal rato de que solo los pocos llunkus que quedan voten por el en segunda vuelta 🌝,60.0,60.0,60.0,5.0,5.0,5.0,74.0,-1.0
🤣🤣🤣que te haces TUTO!!!,60.0,60.0,60.0,5.0,5.0,5.0,74.0,-1.0
No va vonseguir nada Porque es con TuTo Presidente no hay de otra,50.0,50.0,50.0,5.0,5.0,5.0,68.0,-1.0
OOOTRO JHONY salió este!!,50.0,45.0,30.0,5.0,5.0,5.0,64.0,0.0
Lo mismo dice Jhonny Fernández y se va de joda solamente,50.0,45.0,30.0,5.0,5.0,5.0,64.0,0.0
Doble discurso,60.0,45.0,70.0,5.0,5.0,5.0,72.5,-1.0
"Cómo los de su línea política no lo apoyan, porque está en contubernio con el ex presidente, ahora intenta ir al otro lado por si a caso le surte. Clasica forma de hacer política igual que su padre, siendo de izquierda tenia tenfencia de derecha. ! Lo importante es llegar al poder sin convicción política, que vergüenza !!!!.",60.0,45.0,70.0,5.0,5.0,5.0,72.5,-1.0
Donde los gringos ?,60.0,45.0,50.0,20.0,5.0,30.0,64.0,0.0
Tuto Presidente,60.0,45.0,70.0,5.0,5.0,5.0,72.5,-1.0
Con tanta seguridad vendrán rápido verdad,60.0,45.0,30.0,5.0,5.0,5.0,66.5,-1.0
LOS PAYASOS,60.0,45.0,70.0,5.0,5.0,5.0,72.5,-1.0
Refirió presentar su Programa en Estados Unidos y los Bolivianos aún no conocemos su programa. Políticos!!!,60.0,45.0,50.0,5.0,5.0,5.0,69.5,-1.0
"Tanto dicen que TUTO nos va a vender a los gringos, ahí esta, igual que nada su Presidente ESPAÑOL y Vice del LARA nos va vender a Estados unidos, ahora hablen pues LARILOVERS, MASILOVERS Y EVOLOVERS",60.0,60.0,50.0,5.0,5.0,5.0,72.5,-1.0
"Para que,no quieren a los gringos.",25.0,60.0,30.0,10.0,40.0,15.0,55.25,0.0
Ujuu este flojo quiere copiarlo a tuto jaaa,40.0,30.0,20.0,10.0,25.0,15.0,53.0,0.0
Paz a vosotros jajajaja 🤣,10.0,10.0,10.0,10.0,25.0,15.0,40.0,0.0
Cómo va a viajar su no tiene plata,30.0,25.0,10.0,10.0,20.0,10.0,49.0,0.0
"El que no quiere hacer tratos con ""GRINGOS""",60.0,70.0,20.0,5.0,10.0,15.0,68.5,-1.0
A pasear va viajar ... pelele,60.0,80.0,5.0,5.0,5.0,5.0,69.75,-1.0
🤣🤣🤣inversionistas para el chapare 🤣🤣🤣,10.0,50.0,10.0,10.0,10.0,10.0,50.0,0.0
No. Se. Les. Creo.,5.0,5.0,5.0,5.0,30.0,5.0,38.5,0.0
Que le vaya muy bien,0.0,0.0,5.0,5.0,30.0,5.0,36.25,0.0
Que vaya a Cuba,0.0,0.0,5.0,5.0,30.0,5.0,36.25,0.0
Va a pedir ayuda a la élite a los qué le da palo,70.0,80.0,10.0,5.0,5.0,5.0,73.0,-1.0
No que no payaso,70.0,80.0,5.0,5.0,5.0,5.0,72.25,-1.0
"Ay, ay, ay, copiando ando.. 🤣😂🤣🤣😂🤣😂",40.0,70.0,5.0,5.0,10.0,5.0,62.25,0.0
Y que propuesta llevará!?? Denme plata para dar bono???,30.0,40.0,20.0,5.0,10.0,5.0,56.0,0.0
"Estás equivocado debes ir a Rusia y China, pollito llorón..",80.0,80.0,10.0,0.0,0.0,5.0,77.0,-1.0
"El tipo nisiquiera sabe lo que significan los dolares!! Mucho menos influencia con la gente norteamericana, no sabe tener propio criterio sin tener que copiarse de otros 😹🤢🤮",80.0,80.0,10.0,0.0,0.0,5.0,77.0,-1.0
Empresarios de USA y porque no va a Venezuela y Cuba a buscar empfesas qué quieran invertir en Bolivia,80.0,80.0,10.0,0.0,0.0,5.0,77.0,-1.0
Solo falta que digan que Lara ira a reunirse con la DEA o a entrenar con los Navy Seals.,80.0,80.0,10.0,0.0,0.0,5.0,77.0,-1.0
Lo dejarán. Entrar.,45.0,55.0,15.0,5.0,5.0,5.0,62.5,0.0
Y cuando estara en su fuente laboral????,45.0,55.0,15.0,5.0,5.0,5.0,62.5,0.0
Viaja en micro como kara ggggggg,30.0,30.0,10.0,5.0,5.0,5.0,53.0,0.0
"Va a ir donde los gringos, como lo dice el",30.0,70.0,10.0,5.0,5.0,5.0,61.0,0.0
Estará transportando los lingotes de oro que saco Arce ?,5.0,50.0,10.0,5.0,5.0,5.0,50.75,0.0
Primero que devuelva los millones del puente en Tarija,50.0,50.0,10.0,5.0,5.0,5.0,62.0,0.0
Al imperio??? Doble moral 🙈🙈,30.0,70.0,10.0,5.0,5.0,5.0,61.0,0.0
Eso ni él se la cree,5.0,5.0,5.0,5.0,25.0,5.0,39.0,0.0
Ni sabe cuánto se necesita de préstamo,10.0,10.0,10.0,25.0,30.0,5.0,37.5,0.0
