comentario,Agresividad,Ofensa,Ideología,Constructividad,Empatía,Diálogo,Total,Catg
"Quién se va a identificar con un Opa, Resentido y Atrevido como Lara.",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
TUTO PRESIDENTE DE BOLIVIA 🇧🇴 🇧🇴 🇧🇴 🇧🇴,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
"Tuto más de 30 años veviendo a costilla del país, que bueno hizo por la patria nada golpista número uno que no deja crecer al país con su mandato de los gringos, por fabor no seamos tontos ni mudos, y no se dejen engañar con Tuto",70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
"🇧🇴 Tuto Presidente, Viva la Libertad Karajo 🇧🇴.",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
"Más bien la mayoría de los Bolivianos ya están superando esos complejos, el que fomenta su autoestima baja, es por que no quiere la superación de ellos",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Sos voz Paco odiador qué dijiste país maldit@ loco delincuente,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Justamente eso quería decir Q toda mi población apoyarán gente nueva para mi Bolivia,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"Este Lara será que le creemos que ama Bolivia, este ama su ambición ya no sabe como convencer para que voten por paz, no le sale una buena palabra, no piensa ante de hablar, y piensan con hacer su guerra sucia, ya convenció, lo que pensamos y lo que queremos para Bolivia y que sea digna de tener un@s hij@s qué de verdad la aman, y no dejaran que sea un país en miseria, ya sabemos por quien votar, hay que usar el 🧠",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
"Este ya tiene olor a asamenta, está podrido por todo lado. Hay que alejarse para no ser contaminado.",70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
"Toma a la.gente de tonta, con sus mentiras, con ese tweet que inventaron para ensuciar... Paz/Lara son los verdaderos sucios",75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
TUTO PRESIDENTE no hay otra opción,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"El único IMBECIL que juega sucio y MALDICE a Bolivia, eres tú Lari 😡",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Gonzalo Gavinha,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
"Error Lara, no te apoyaremos porque muestras odio a nuestra patria y ahora no solo por identidad se elige, sino por integridad de salud, economía, y educación de Bolivia, ya no existe por lo menos para mí ni derechas ni izquierdas, ni tú Lara eres indígena eres criollo o es que no se ven en tus ojos.",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Yanet Ojopi,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
"Bueno y entonces quien fue el que dijo que bolivia es un maldito país, este opa de lara piensa que todos somos como el, unos opas",70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Estos ignorantes masistas,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
"Pero, para vos Bolivia es una tierra maldita. No mereces representar a mi pais, te queda muy grande el cargo",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"El GIF  puede contener shook, Cant Ne, Not Me, who, oop, oh, ohh y wow",75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
#larapacomaleante,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
TUTO PRESIDENTE INTELIGENTE D LA REPÚBLICA DE BOLIVIA LIBRE,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
"Payaso voz no tienes identidad, vendido solo buscas populismo mediocre seguidor del pedófilo",70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Imbécil otro que se aprovecha de los humildes e ignorantes para manipularlos vividor mentiroso mañudo igual que su padrastro en narco pedofilo no engañando a los mas pobres desdichado psicópata maniático,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
"La única rata 🐀 masista eres vos!! Masista camuflado con el mismo libreto del pedofilo, violador !!! Corrupto.",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"Si está claro, Lara ama como nadie a este maldito país.",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Nomames GIF by Joe Blandino,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
Tuto presidente de los BOLIVIANOS,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
https://www.facebook.com/share/v/1BTMGSarFF/,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
"Jajajaja payaso masista ,prefiero un plan de gobierno serio ,que seguir con los mismos demagogos",70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
🇹‌🇺‌🇹‌🇴‌ ♥️💛💚 🇵‌🇷‌🇪‌🇸‌🇮‌🇩‌🇪‌🇳‌🇹‌🇪‌🇧🇴✅,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
LARA SOLITO TE ESTÁS HUNDIENDO AL FONDO,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Jajajaja cual identidad.. si es como dices los de palmasola y otras carceles votaran por ti por q se identifican con vos cretino ignorante ...,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Tutomania,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"El desertor hablando huevadas, Lari estás bajo tierra por tu lengua suelta y le jodiste la vida al otro corrupto de Paz.",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
"Bueno, el que se refirió a Bolivia como un maldito país, fue Lara, creo que el que odia a Bolivia es el",70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Masista mentiroso hablador tilín vendido,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
🙄🙄🙄🙄🙄🙄🙄,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Este opa desertor ya no sabe que hablar le está patinando la cabeza,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
https://www.facebook.com/share/v/1YzcQWgpeg/,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
Isabel Drakic Mendoza,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
A bolivia destruyira,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
"Lo de renovación fue el voto de agosto, pero todos los que querían renovación también querían gente capaz, y tu y paz resultaron ser un oar de payasos, así que ya te conocen de verdad y no votarán por ti la mayoría de los que te apoyaron. Lo siento TUTO PRESIDENTE NOMAS.",70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Acobarda ver a este desertor,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
TUTO PRESIDENTE ✔️👆🏼🇧🇴,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Yo nunca e visto o e leído estupideces de jp como vise presidente de Tuto como ase Lara abla estupideces y después sale pidiendo perdón o disculpas que vergüenza de candidato,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
TUTO presidente,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
El llokallon haciéndose al intachable que no mata una mosca,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
