comentario,Agresividad,Ofensa,Ideología,Constructividad,Empatía,Diálogo,Total,Catg
Todo es bla bla de este Kiko con tal de obtener votos,70,65,80,15,10,10,77.5,-1
"Este gringuin Kiquin,se olvidara de el Alto una ves q,sea presidente",80,75,85,10,10,10,83.75,-1
Corrupto,85,80,90,10,10,10,86.75,-1
Todos los Larilovers por favor informense da vergüenza ajena...,70,65,80,15,10,10,77.5,-1
A esta rrata solo les creen los periodistas,80,75,85,10,10,10,83.75,-1
Todo puede prometer menos cumplir y trabajar ese bende patria no trabaja bendio ypfb de esa empresa resibe aora que bendera para su renta,85,80,90,10,10,10,86.75,-1
Las macanas que hablan estos politicos brutos.,80,75,85,10,10,10,83.75,-1
Cuanto vasa cobrar x litro de agua vende patria,75,70,85,15,10,10,80.5,-1
Corrupto,85,80,90,10,10,10,86.75,-1
Ojalá sea jurado para anular los votos de lara y paz,75,70,85,15,10,10,80.5,-1
Ya comienza las divisiones,65,60,75,20,15,15,72.5,-1
Y el Beni ... Se nota que solo le interesan los votos...,70,65,80,15,10,10,77.5,-1
Vamos con paz y capitán lara,10,5,50,85,80,80,18.0,1
Red uno es de kewa,65,60,75,20,15,15,72.5,-1
Bolivia despierta luchen por sus hijos y familia 🙏🙏,10,5,50,85,80,80,18.0,1
Tuto Presidente,10,5,50,85,80,80,18.0,1
Para este Bruto El Alto es campo o provincia,75,70,85,15,10,10,80.5,-1
Hay miedo😁,70,65,80,15,10,10,77.5,-1
De gana propone y nunca va cumplir este astuto,75,70,85,15,10,10,80.5,-1
Que ba ser,65,60,75,20,15,15,72.5,-1
Prometen de todo para entrar al gobierno... Ladrones,85,80,90,10,10,10,86.75,-1
TUTO NUESTRO FUTURO PRESIDENTE DE TODOS LOS BOLIVIANOS VICE JP,10,5,50,85,80,80,18.0,1
Seguro el alto nomás existe en bolivia...,75,70,85,15,10,10,80.5,-1
Tutin lo primero es completar la doble vía oriente occidente...,10,5,50,85,80,80,18.0,1
POLOS DE DESARROLLO. LO QUE MAS NECESITAMOS,10,5,50,85,80,80,18.0,1
"cuando son candidatos prometen de todo, solo recuerden cuando fue candidato a vice en 2000,...",10,5,50,85,80,80,18.0,1
Pura boca,70,65,80,15,10,10,77.5,-1
NO AHORA EL 2026,10,5,50,85,80,80,18.0,1
ES CON TUTO Y JP 🇧🇴,10,5,50,85,80,80,18.0,1
Si todos respaldamos con el apoyo total Rodrigo Paz y Capitan Lara ganador,10,5,50,85,80,80,18.0,1
Mentira es,80,75,85,10,10,10,83.75,-1
Mamón,80,75,85,10,10,10,83.75,-1
Kiko. Prometes cosas q nunca. Cumplirás.,85,80,90,10,10,10,86.75,-1
"Mentira, el plan es robar",85,80,90,10,10,10,86.75,-1
TUTO PRESIDENTE VIVA BOLIVIA 🇧🇴,10,5,50,85,80,80,18.0,1
Este tipo despues de masacrar al alto ahora pide apoyo ..Que cosas no ?,75,70,85,15,10,10,80.5,-1
SOLO CON TUTO EL ALTO MODERNO,10,5,50,85,80,80,18.0,1
Tuto presidente,10,5,50,85,80,80,18.0,1
Se ba ala mda.este rata a chonchocoro,85,80,90,10,10,10,86.75,-1
Todo lo que diga la derecha es mentira,75,70,85,15,10,10,80.5,-1
Tuto =miseria hambre saqueo asesinato más pobreza,85,80,90,10,10,10,86.75,-1
Tuto Presidente,10,5,50,85,80,80,18.0,1
El 2050,10,5,50,85,80,80,18.0,1
Tuto -8% según las últimas encuestas,15,10,55,80,75,75,23.0,1
"Por que no trabaja, no conoce El Alto ni a su gente, pronto le suspenderán su renta de 27 000Bs. E irá a prestarse de Evo...",85,80,90,10,10,10,86.75,-1
Nosotros y toda la gente bamos apoyar a Paz y Lara,10,5,50,85,80,80,18.0,1
"Éste entra y vende todo, dejando a miles de trabajadores desempleados y a sus familias en la pobreza",85,80,90,10,10,10,86.75,-1
Eso es mentira pura,70,65,80,15,10,10,77.5,-1
Nació en España,10,5,50,85,80,80,18.0,1
Binomio ganador Paz y Lara,10,5,50,85,80,80,18.0,1
Dijo cada uno será propietario de su puesto haber si hará cumplir en la feria en el Alto,15,10,55,80,75,75,23.0,1
Primero quiere privatizar todas las empresas ahora propone esto algo no está cuadrando bien tuto eres muy demagogo,85,80,90,10,10,10,86.75,-1
Sueña ganar el extranjero .no totaria ni loca para este tipo,70,65,80,15,10,10,77.5,-1
Este sonso ni para el mismo no puede crear la economia el no tiene ni un negocio empresa o trabajo...,85,80,90,10,10,10,86.75,-1
TUTO Y AÑEZ ASESIMOS,85,80,90,10,10,10,86.75,-1
"SIMPLEMENTE UNA DIVERSION ESCUCHAR LAS OFERTAS ELECTORALES DE TUTO, COMO UNA DESESPERACION ÚNICA, DE UN PULVERIZANTE VICTORIA DE RODRIGO PAZ-LARA.",15,10,55,80,75,75,23.0,1
Fuerza compañero que yo votaré por tuto Quiroga presidente,10,5,50,85,80,80,18.0,1
Tuto presidente...!!!,10,5,50,85,80,80,18.0,1
TUTOOOOOO PRESIDENTE,10,5,50,85,80,80,18.0,1
Tuto eres nuestro presidente,10,5,50,85,80,80,18.0,1
No tienes apoyo capitán Lara te ganará,65,60,75,20,15,15,72.5,-1
Tuto no le interesa bolivia x q no trabaja en nuestro pais es un jipi bagavundo q trata de gobernar es un espia de EEUU cm no va ser gobierno asi traquilos,85,80,90,10,10,10,86.75,-1
Cerdo demagogo,85,80,90,10,10,10,86.75,-1
Demagogia más demagogia,80,75,85,10,10,10,83.75,-1
Tuto presidente 20 años sin futuro con mucha pobreza con el mas y queremos seguir apoyando a paz y lara,15,10,55,80,75,75,23.0,1
Tuto Presidente,10,5,50,85,80,80,18.0,1
Por eso se necesita de una planificación estatal de todas las necesidades y potenciales de la población...,15,10,55,80,75,75,23.0,1
Voto INTELIGENTE!! TUTO PRESIDENTE!!,10,5,50,85,80,80,18.0,1
Tuto presidente,10,5,50,85,80,80,18.0,1
Tuto presidente,10,5,50,85,80,80,18.0,1
Opa ms opa sale jp ms opa tanvien 😄,10,5,50,85,80,80,18.0,1
todo promete miércoles,70,65,80,15,10,10,77.5,-1
Jaja esos son 0 a la izquierda,60,55,70,10,10,10,72.5,-1
TUTO PRESIDENTE 🇧🇴💪🏾❤️✅️,10,5,80,60,50,40,34.5,0
Vamos con tuto Bolivia 20 años vivimos con estos cobardes ya nos cansaron con esas palabras paz Lara cobardes,75,70,85,15,10,10,80.5,-1
"estoy cansado de escuchar que viva la Patria de Bolivia, y ellos la destruyen ipócritas",70,65,75,15,15,10,76.25,-1
Fuerza rodrigo el futuro presidente,15,5,60,50,45,40,35.25,0
Vamos paz y Lara victoria,10,5,65,55,50,45,32.75,1
Queremos un presidente que saque adelante al país un mejor líder que sea para gobernar al país,10,5,55,80,65,55,23.75,1
"Este gallo junior se despintó completamente, ahora no es más que un simple masista",70,65,80,10,10,10,78.5,-1
Estos tienen miedo a tuto,55,50,70,15,10,10,69.25,-1
Hermanos Bolivianos escuchen a Tja pq nadie lo quiere a Rodrigo Paz,60,55,75,15,10,10,72.25,-1
"Algunas personas quieren seguir con el masismo. No sé dan cuenta que estaríamos en lo mismo. Sin combustible, sin dólares , los precios de la canasta familiar por las nubes.",30,25,70,60,40,45,42.5,0
RODRIGO PAZ PRESIDENTE,10,5,70,55,50,45,33.5,0
Tuto presidente,10,5,75,55,50,45,34.25,0
Tuto Presidente,10,5,75,55,50,45,34.25,0
JAMAS CON UN SOCIALISTA,65,60,80,10,10,10,76.25,-1
Creen que siendo ordinarios y diciendo carajo la gente va votar por ellos cada dia esta dupla pierde votantes,55,50,65,25,20,25,64.0,0
Tuto presidente,10,5,75,55,50,45,34.25,0
Tuto presidente,10,5,75,55,50,45,34.25,0
Tuto presidente………..,10,5,75,55,50,45,34.25,0
Este hace competencia con Yony Fernández tienen la misma ignorancia,70,65,80,10,10,10,78.5,-1
Tuto presidente!!,10,5,75,55,50,45,34.25,0
Tuto presidente,10,5,75,55,50,45,34.25,0
Fuerza fuerza 💪 Rodrigo y capitán Lara Presidente,10,5,65,55,50,45,32.75,1
Las mismas palabras de su jefe evofilo,65,60,85,10,10,10,77.0,-1
"Si no propone nada como puede gobernar...será que no entiendo sus propuestas ?....El país no está para hacer experimentos, está para hombre con pantalones y bien ceñido el cinturón, caso contrario con bla, bla, bla no hacen nada 🤭🗣",40,35,65,50,40,35,49.25,0
Tuto precidente,10,5,75,55,50,45,34.25,0
Tuto presidente,10,5,75,55,50,45,34.25,0
Comunista de .. Rodrigo,75,70,85,10,10,10,81.5,-1
TUTO PRESIDENTE ✅,10,5,75,55,50,45,34.25,0
TUTO PRESIDENTE,10,5,75,55,50,45,34.25,0
TUTO presidente adelante con mas fuerza,10,5,75,55,50,45,34.25,0
Se. Olvidaron. De. Proyectos. Para. ORURO!!!!!,45,40,60,25,20,25,58.75,0
Sres es con Tuto,10,5,70,55,50,45,33.5,0
Charlatán como si padrino EVO,75,70,85,10,10,10,81.5,-1
Tuto presidente,10,5,75,55,50,45,34.25,0
Populistas de mié...,80,75,90,10,10,10,84.5,-1
"Si votan por. PAz ,Lara es darle nuestro votos a Evo está más claro que el agua",55,50,80,30,25,30,64.25,0
TUTO PRESIDENTE,10,5,75,55,50,45,34.25,0
Vamos con todo Rodrigo,10,5,70,55,50,45,33.5,0
"Mejor me quedo en silencio, como mucha gente en silencio que prefiere no renegar y tener definido por quien votar. Para eso todos somos LIBRES de escoger y votar.",10,5,50,70,60,60,25.0,1
Es con Tuto para salir de esta crisis que nos dejan los masistas.,15,10,65,55,45,40,36.0,0
Tuto presidente,10,5,75,55,50,45,34.25,0
No más socialismo por favor,55,50,75,20,15,20,67.5,-1
No mas izquierdistas socialistas TUTO PRESIDENTE,65,60,85,10,10,10,77.0,-1
Tuto presidente 💪,10,5,75,55,50,45,34.25,0
Tuto carajo,65,60,70,15,10,10,73.75,-1
Es con Tuto para salir de la crisis,15,10,70,55,45,40,36.75,0
Para todos los masistas falsos zurdos come Mier….,85,80,90,10,10,10,86.75,-1
Tuto presidente,10,5,75,55,50,45,34.25,0
TuTo Presidente!!!,10,5,75,55,50,45,34.25,0
Es la continuación de los 20 años de socialismo.,45,40,80,25,20,25,61.75,0
Discurso nada positivo,40,35,70,25,20,25,58.0,0
No están unidos ni los de su partido 🤷‍♀️,30,25,60,20,20,25,53.0,0
Por qué no hablas como solucionar el país de la inflación de los dólares del combustible nada de propuestas,35,30,65,55,45,40,45.0,0
"Realmente el MAS y Evo en su máxima expresión, Dios salve a Bolivia.",50,45,85,20,20,20,66.25,-1
TUTO PRESIDENTE 🇧🇴,10,5,75,55,50,45,34.25,0
"Que ordinario porque no deja esa frase c…,,,jo😠",75,70,80,10,10,10,80.75,-1
Qué mentira,55,50,65,20,15,20,66.0,0
Mini gallito de alasitas,60,55,70,15,10,10,71.5,-1
El gallito tiene el mismo discurso que el evofilo tengan cuidado no entreguen su voto al los nuevos masistas,55,50,75,25,20,25,65.5,0
"No será para todos los azules de nuevo,.",45,40,65,20,20,25,60.5,0
Mas loco que su candidato a Vice,60,55,70,15,10,10,71.5,-1
Ganaremos carajo,55,50,70,25,20,25,64.75,0
"Estos solo incentivan el odio y la discriminación es ves de eliminarla, hoy en día la gente de ciudad odia a los campesinos por qué piensan que todos apoyan al socialismo (MAS=PDC), incluso en las marchas de protesta piensan que son unos de ellos.",35,30,65,65,55,50,41.0,0
Vuelve el masismo y Evismo con Rodrigo Paz y continúa ibremente el narco tráfico en bolivia así mismo la pobreza osea nada cambiara en las gestiones 2026 y 2030 seguiremos un país atrasado como siempre sin inversión extranjera .,45,40,75,35,30,35,57.0,0
Fuerza Rogrigo Paz presidente,10,5,65,55,50,45,32.75,1
"Increíble que los opas votaron por esos azules ,está bien toda su vida serán imbéc!ls",80,75,90,10,10,10,84.5,-1
¡Tuto Presidente! 👌🏻🇧🇴💪🏻,10,5,75,55,50,45,34.25,0
Ya es hora de resignarse cheguebaras 👎👎👎,60,55,80,15,10,10,73.0,-1
De una vez con Rodrigo,15,10,65,55,45,40,36.0,0
"Bien dicho querido Rodrigo ya lo tenemos cocinado ya ganamos tranquilidad , estos tipos están calentitos saben que ya perdieron , este tuto Rama cerca lo pudrió todo atacando a Rodrigo querido vamos a ganar a triunfar a triunfar a triunfar arriba Edman querido tranquilo no se peleen por favor Atte Rene chau buenas noches ganadores",25,20,55,65,60,55,34.0,0
Rodrigo presidente,10,5,70,55,50,45,33.5,0
"Ummm con carajos nos sacará de la crisis, masiburro infiltrado",75,70,85,10,10,10,81.5,-1
Tuto presidente,10,5,75,55,50,45,34.25,0
"El problema es que Lara ya nos demostro todo lo contrario a lo que discursa el Sr Paz y por cuenta propia, no apoyaría a un gobierno que yá adoptó a políticas masistas y sus militantes y que cambian el tema o tiemblan cuando se habla de encerrar a Evo Morales, mi voto será para Tuto.",35,30,65,65,55,55,40.5,0
"El flojo que vive del estado gana 20,000 bs y no va trabajar",65,60,75,10,10,10,75.5,-1
AQUI SIIIIIIII ES 💪🏻🇧🇴TUTO PRESIDENTE 🇧🇴 BOLIVIA LIBRE 🙌🏻🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴💪🏻❤️,10,5,80,60,50,45,34.0,0
"Lo que necesitamos es escuchar sus propuestas para gobernar, si piensa que ganará las elecciones y, sobre todo, explicarlas!!!",20,15,55,70,60,55,30.75,1
RODRIGO PRESIDENTE 💪👍💪💪👍👍👍,10,5,70,55,50,45,33.5,0
Decepción rodrigo una pena sin principios ni valores,55,50,70,25,20,25,64.75,0
Que opa carajooo,70,65,75,10,10,10,77.75,-1
Tuto presidente,10,5,75,55,50,45,34.25,0
Sr. R. Paz primero debe explicar al pueblo por que en sus asambleistas hay gente del MAS y son varios,40,35,65,60,45,40,46.25,0
Pollo ladron mucho habla este cojudito .tuto va ganar,75,70,85,10,10,10,81.5,-1
Mismo discurso que el MAS,40,35,65,25,20,25,57.25,0
Cállese hombre horrible.🌚,75,70,80,10,10,10,80.75,-1
Hechos los tipos los FRAUDULENTOS!!,70,65,85,15,10,10,78.25,-1
Vamos,10,5,55,45,40,40,34.75,0
TUTO PRESIDENTEEE...,10,5,75,55,50,45,34.25,0
Nadie mejor que Tuto Presidente 💪,10,5,75,55,50,45,34.25,0
As vale un país con paz que un país convulsionado,10,5,55,65,60,55,27.25,1
"Fracasados ,facista ,derechitas ,repugnantes inútiles pro yankis juntos a tuto la mis hdp vende patria rastrero 🤮🤮💩💩💩",90,85,95,10,10,10,89.75,-1
LA MISMA WUEVADA,65,60,75,10,10,10,75.5,-1
Por racismo jajajajjajajaaja y ellos son los primeros en discriminar,55,50,70,20,15,20,66.75,-1
Mentira,50,45,65,20,20,20,63.25,0
"Señor protegenos de esta gente llena de masistas. Queremos trabajar, salir de esta gente que solo entra a quedar impunes de sus fechorias.",45,40,70,50,45,40,51.25,0
"Dios no te permita gobernar nunca este país, AMÉN",80,75,85,10,10,10,83.75,-1
mejor voto por tuto,10,5,70,55,50,45,33.5,0
Rodrigo y el LARI son iguales .. Dios los cría y ellos se juntan,60,55,75,15,10,10,72.25,-1
Tuto Presidente,10,5,75,55,50,45,34.25,0
"Cómo el Propio Evo, Achacollo, Lidia Pati, Reynaldo Ezequiel así de honestos o más ?",20,15,70,60,55,50,36.0,0
"Desatinada las declaraciones del candidato vicepresidencial, pero se debe reconocer que hay algunos profesionales de todos los gremios que carecen de honestidad, valores y ética.",30,25,65,55,50,50,41.25,0
"La honestidad y otros son valores, la inteligencia, la capacidad de resolver problemas y demas se adquieren estudiando.",15,10,55,70,60,60,28.0,1
Bueno!!! Llegó la hora de quemar libros!!!,80,75,60,10,10,10,80.0,-1
Eso es lo que decía Evo,60,55,75,15,15,15,71.25,-1
"Los de la reserva moral (ponchos,abarcas y pollera) resultaron ser ladrones",80,75,85,10,10,10,83.75,-1
"Ese discurso queda totalmente obsoleto en éstos tiempos, creo que la educación es lo más importante para sacar adelante a nuestro país, necesitamos gente formada con conocimientos amplios para desempeñar los cargos públicos",20,15,55,70,60,55,30.75,1
Con razon fue POLICIA,65,60,70,10,10,10,74.75,-1
TUTO PRESIDENTE TOTO TUTO TUTO PRESIDENTE🙏🙏🙏🙏🙏💪💪💪💪,10,5,75,55,50,45,34.25,0
"Escuchándolo a este tipo, vemos la importancia de la formación académica, es por eso q estamos como estamos. 🤷🏻‍♀️",20,15,50,65,55,50,32.0,1
De honestidad hablando un paco,75,70,80,10,10,10,80.75,-1
Y donde queda el esfuerzo que ponen los padres para hacer educar a sus hijos? El esfuerzo de los jovenes y señoritas por aprender y salir adelante?,15,10,55,70,60,60,28.0,1
Será que conoce este la palabra honesto,55,50,65,25,20,25,64.0,0
"Queremos un candidato bien preparado, no solo que sea buena persona",15,10,55,70,60,55,28.5,1
Tan honesto el bocón,70,65,80,10,10,10,78.5,-1
A sin profesión pero ser honesto,60,55,75,15,15,15,71.25,-1
Si fuera honesto no andaría pues con procesos judiciales,70,65,80,10,10,10,78.5,-1
De que honestidad habla este,65,60,75,10,10,10,75.5,-1
"Que paso Lara, no puedes decir eso, la educación es la base del desarrollo de la sociedad.",15,10,50,70,60,60,27.25,1
Las generalizaciones son dañinas señor,20,15,55,65,60,55,31.75,1
Opa opaaa,10,5,50,50,45,40,32.5,1
"APARTE DE SER HONESTO, POR LO MENOS TENEMOS QUE TENER INTELIGENCIA EMOCIONAL, CRITERIOS PARA EMPRENDER Y BUSCAR SOLUCIONES A TODO TIPO DE PROBLEMAS, QUE SE PRESENTEN EN BASE A EXPERIENCIAS ANTERIORES.....",15,10,55,70,60,55,28.5,1
"Que tiene éste, esta enfermo!!! Necesita tratamiento urgente!!!",75,70,80,10,10,10,80.75,-1
"Para que funcione, necesita ir acompañada de instituciones sólidas, justicia efectiva y oportunidades reales de movilidad social.",15,10,55,70,60,55,28.5,1
"Sigue la novela, no soy profesional pero me siento un profesional el mismo argumento que los izquierdistas lamentable.",60,55,75,20,15,20,69.75,-1
Plan de gobierno q presente para saber,10,5,55,65,60,50,27.75,1
"Pero... Acaso es honesto legalizar los autos chutos, siendo un negocio de las mafias de chuteros.",70,65,80,15,10,10,77.5,-1
Ingnorancia. Vs. Educación,60,55,70,20,15,20,69.0,-1
Jajaja jaja,40,35,50,10,10,10,60.5,0
La honestidad a diferencia de la inteligencia es algo que no se puede calificar.,15,10,55,70,60,55,28.5,1
"Que la honestidad salve a los enfermos de los hospitales🙂🙂 q gente sin preparación entre a un quirófano a operar solo xq es honesto, o q haga una quimioterapia o hemodiálisis x ser honesto 🙂🙂 otitis crónica causa cada q se lo escucha a este señor 😒😒",75,70,80,10,10,10,80.75,-1
Policías honestos dónde hay,65,60,75,15,15,15,73.5,-1
Pues deberías ser honesto entonces 🤷,20,15,55,60,55,50,33.75,0
TUTO PRESIDENTE! 🇧🇴,10,5,75,55,50,45,34.25,0
"Estudiar es muy importante, dejá de defender tu ignorancia",65,60,75,15,15,15,73.5,-1
Opa hay que ser!!,15,10,55,60,55,50,31.5,1
Líbranos de todo mal Señor!!!,10,5,50,60,55,50,28.5,1
"Es necesario ser una persona capacitada para llevar adelante un país, no me quiero imaginar la cara que estos pueden mostrar en conferencia internacional.",15,10,55,70,60,55,28.5,1
Que opa,10,5,50,50,45,40,32.5,1
Terrible este hombre,60,55,75,10,10,10,73.25,-1
Basta de este tipo!!🙌🏽,65,60,80,10,10,10,76.25,-1
"Con razon los policías escriben cajon con g... Que horror que cualquiera se pueda postular, deberia haber un filtro, filtro académico y valores, por que este tipo no representa a la gente que lucha, estudia y se esfuerza por crecer.",20,15,55,70,60,55,30.75,1
Pobrecito por lo menos en administración y saber multiplicar y dividir es importante aparte de ser honesto porq sino saben de números te engañan y te roban,20,15,50,65,60,55,31.0,1
No puedo creer que haya gente que votará por este tipo,65,60,75,10,10,10,75.5,-1
Basa perder edman lara,60,55,70,10,10,10,72.5,-1
Que tanta cobertura le dan los periodistas. Lo único que están haciendo es que crezca su popularidad. Dejen que hable y no le den cobertura utilicen psicología los periodistas.,25,20,55,60,50,50,36.5,0
"Ajá por eso cuando eras paco extorsionabas a la gente “honesto” , qué hubiera pasado si no le daban de baja en la policía haya continuado con su “honestidad”, cara dura !",75,70,80,10,10,10,80.75,-1
Y no estar 😵‍💫,20,15,50,50,45,40,37.0,0
Tener títulos y ser honesto son cualidades muy importantes .. lo que no tiene ninguno de usted…LARY,15,10,55,70,60,55,28.5,1
Ni candidato deberia ser este individuo solo quiere poder pero sus fines personales.,65,60,80,10,10,10,76.25,-1
"Por honesto lo dieron de baja, que ironía",70,65,80,10,10,10,78.5,-1
"La honestidad no basta además se necesita estar educado o instruido. Una persona honesta no instruida es cruel, ofensiva, generadora de conflictos.",20,15,55,70,60,55,30.75,1
"Mielda entonces, para que no sacamos la mielda, que gobiernen los burros entonces.",75,70,85,10,10,10,81.5,-1
"Que extraño solo las personas que no son bachilleres dicen eso, como Evo Morales que andaba gritándolo a los cuatro vientos que no era bachiller",60,55,75,15,15,15,71.25,-1
Este tipo me da miedo!,65,60,70,10,10,10,74.75,-1
Me da a pensar que este señor se compró el título... Ya que una profesión conlleva años de esfuerzo y sacrificio no solo de los que lo adquieren sino también de padres que su único objetivo es ver realizados a sus hijos,20,15,55,70,60,55,30.75,1
Por honesto deserto de la policía que curioso...,65,60,75,10,10,10,75.5,-1
Seremos gobierno y terminaremos con los corruptos ladrones y vendepatrias,10,5,70,55,50,45,33.5,0
"Antes q conocimiento es la honestidad, de nada sirve mucho conocimiento como vemos hoy gente con conocimiento pero corruptos",25,20,55,65,60,55,34.0,0
"Ayyy!! por favor que resignación, como si la honestidad solusionara todo.",60,55,75,10,10,10,73.25,-1
Lo primero ser honesto y respetuoso.,15,10,55,70,60,55,28.5,1
No se trata de tener titulos.. Se trata de estar preparado para dirigir a UN Pais..!! Saber hablar y comunicarse con los diferentes dirigentes del mundo..!! Tener conocimiento de administracion.. economia en un mundo capitalista !!! No se trata de ser campesino o jailongo..!! Se trata de tener una autoridad que nos represente..!! Que sepa cuidar nuestros intereses.. Simplemente eso !!,20,15,55,70,60,55,30.75,1
"Desmerece al profesional, está loco este tipo!!! Ojalá que las generaciones actuales no lo sigan o lean las macanas que habla y se vuelvan conformistas con su forma de vida y no aspiren a realizarse profesionalmente",65,60,80,10,10,10,76.25,-1
Su lengua es más larga que la corbata,60,55,75,10,10,10,73.25,-1
"Este puede vender hasta su vida al diablo para obtener lo que quiere, vergüenza daría hablar así de la gente joven que se esfuerza por tener su título profesional de la UMSA o de alguna carrera para matarlos con sus palabras que vierte verdaderamente es una pena de este señor",70,65,80,10,10,10,78.5,-1
Justamente por gente que no tenía títulos o conocimiento es que estado así! Por favor dejemos de creer que no tener estudios es un logro! Basta de gente que no sabe lo que hace y que solo se victimiza!,25,20,55,65,60,55,34.0,0
Digan lo que digan hagan lo hagan El PDC es el futuro ya que los Valores terminan con la corrupción!!!,15,10,55,65,60,55,29.5,1
Despues te llenas de acesores con titulos ..que opa,20,15,50,60,55,50,33.0,1
"Que bruto ese tipo,",75,70,85,10,10,10,81.5,-1
De que te sirve ser un opa honesto,60,55,75,10,10,10,73.25,-1
"Pero miren quien habla de honestidad, el que cuenta con mas antecedentes que un delincuente.....",75,70,85,10,10,10,81.5,-1
Que risa que me das,40,35,55,10,10,10,61.25,0
A ser laris como este suficiente no?,60,55,70,10,10,10,72.5,-1
Todos son sinverguenzas,70,65,80,10,10,10,78.5,-1
"El ser honesto no es por saber más o poco, la honestidad es valor una cualidad q pocos lo tienen, hoy en la politiqueria nunca hay gente honesta el poder les corrompe en todo sentido",25,20,55,65,60,55,34.0,0
Vergüenza ajena.,65,60,75,10,10,10,75.5,-1
Este no tiene ni títulos menos honestidad,60,55,75,10,10,10,73.25,-1
Que pena.,55,50,70,10,10,10,70.25,-1
Y que pasa con profesionales jóvenes piensan que son como ellos,60,55,75,15,10,15,71.75,-1
"No señor, para llegar al poder se necesitan ambas cosas, ser honesto y tener títulos que avalen la capacidad de la persona para poder sacar a un país adelante, con el simple hecho de ser honestos no es suficiente.",20,15,55,70,60,55,30.75,1
Incentivando a la ignorancia y al conformismo.. 🤦🏻‍♀️😠,65,60,80,10,10,10,76.25,-1
Entonces para que tanto esfuerzo 😡,70,65,75,10,10,10,77.75,-1
"El ser onesto es parte del ser , son valores de cada uno que tiene",15,10,55,70,60,55,28.5,1
"Con un solo título, podrías dejar de decir tanta tontería",60,55,75,10,10,10,73.25,-1
Se nota que las personas preparadas lo intimidan... Mejor estudie señor Lara. Así sabrá que el conocimiento es poder.,15,10,55,70,60,55,28.5,1
Kkkkk como puej un Paco hablando de ser honesto eso es ya un colmo,60,55,75,10,10,10,73.25,-1
"Ósea que este cree que cumple con los requisitos, ya no tiene ningún grado ,le dieron de baja y “ ABOGADO ???” No sabemos y de HONESTIDAD, hay que ver todas las demandas que tiene y porque son…",70,65,80,10,10,10,78.5,-1
Q ignorancia......,65,60,75,10,10,10,75.5,-1
Para q estudio? Por ahí le iba mejor?,55,50,70,15,10,15,68.75,-1
"Hace falta ser preparado!! Estudiar, capacitarse y por supuesto ser Honesto!!",15,10,55,70,60,55,28.5,1
Pero que mejor sería un buen profecinal honesto y con valores.,15,10,55,70,60,55,28.5,1
Así es todos tenemos que ser onestos para tener larga vida bendiciones.,10,5,55,70,60,55,26.25,1
Ser honesto.... y también tener preparación Sr. Lara !,15,10,55,70,60,55,28.5,1
"Son palabras de dictadores como Hugo chavez y como esta ahora Venezuela,2 dólares ganan al mes",75,70,85,10,10,10,81.5,-1
El bipolar del Momento,60,55,70,10,10,10,72.5,-1
Mucho animal,65,60,75,10,10,10,75.5,-1
Algo nuevo queremos pará nuestro país,10,5,55,65,60,55,27.25,1
Hace falta tener estudios para saber manejar un país,20,15,55,70,60,55,30.75,1
Bueno será que Lara conoce que significa honestidad,60,55,75,10,10,10,73.25,-1
Oy en dia gente honecta tambien estudia sabe mucho mejor q los q tienen experencia y ablamos barias ideomas gente honecto,15,10,55,70,60,55,28.5,1
"Mi Voto es y será para salvar BOLIVIA del socialismo, mi voto es por TUTO",10,5,75,55,50,45,34.25,0
"No lo veo buena persona, transmite desconfianza",60,55,65,10,10,10,71.75,-1
La guerra sucia es Lara vs Lara,65,60,75,10,10,10,75.5,-1
Este está más loco que la cabra,70,65,80,10,10,10,78.5,-1
Tuto presidente,10,5,75,55,50,45,34.25,0
TUTO PRESIDENTE !!!❤💛💚,10,5,75,55,50,45,34.25,0
El Pez señor Paz muere por su boca,65,60,70,10,10,10,74.75,-1
Tuto presidente el único no hay más,10,5,75,55,50,45,34.25,0
Por qué no eres una persona normal Rodrigo=Lari,65,60,80,10,10,10,76.25,-1
"GENTE ESTOS TIPOS NINGUNO VA A GOBERNAR SI GANAN, los másis ya tienen todo calculado, su misión es TENER PRESIDENCIA EN EL SENADO POR ESO ESTAN LOS MASISTAS DE SENADORES DEL PDC. Y EL PRESIDENTE DEL SENADO SERÁ EL PRÓXIMO PRESIDENTE A UN AÑO QUE GANEN LOS PAZLARA. LOS SOCIALISTAS DEL MAS CAMPEANTES VOLVERAN A GOBERNAR NO SÓLO 4 AÑOS, COMO DECIA EL GRAN JEFE HEMOS VENIDO PARA QUE DARNOS 500 AÑOS.",70,65,85,10,10,10,79.25,-1
Los dos locos opa de ese binomio,60,55,75,10,10,10,73.25,-1
"Tuto no miente, tú sii, todo son falaces propuestas",15,10,55,70,60,55,28.5,1
Tuto presidente adelante te apoyamos,10,5,75,55,50,45,34.25,0
El quiroga no le dice nada,15,10,55,65,60,55,29.5,1
No tienen propuestas por eso solo hablan de guerra sucia,60,55,75,10,10,10,73.25,-1
Que alguien le diga Lara es su vicepresidente y no el de Tuto,15,10,55,65,60,55,29.5,1
Tuto presidente,10,5,75,55,50,45,34.25,0
El que hace guerra sucia es Lara 😱,65,60,80,10,10,10,76.25,-1
